<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
LKOH;D;150804;000000;25600;25960;25257;25417;56733
LKOH;D;150805;000000;25417;25585;25123;25414;51990
LKOH;D;150806;000000;25440;25790;25220;25565;42142
LKOH;D;150807;000000;25565;25710;25059;25274;46018
LKOH;D;150808;000000;25273;25551;25176;25520;32844
LKOH;D;150811;000000;25462;25678;25175;25566;32458
LKOH;D;150812;000000;25595;25954;25252;25308;44416
LKOH;D;150813;000000;25320;25720;25183;25616;31323
LKOH;D;150814;000000;25640;25947;25451;25675;29185
LKOH;D;150815;000000;25660;26086;25589;25811;29779
LKOH;D;150818;000000;25849;25867;25491;25602;24075
LKOH;D;150819;000000;25602;25660;25104;25136;30689
LKOH;D;150820;000000;25117;25213;24751;24836;36058
LKOH;D;150821;000000;24870;25094;24661;24921;37895
LKOH;D;150822;000000;24850;24929;24248;24350;32339
LKOH;D;150825;000000;24300;24412;23054;23667;73131
LKOH;D;150826;000000;23520;24214;23520;23690;43476
LKOH;D;150827;000000;23698;23995;23488;23908;32700
LKOH;D;150828;000000;23908;24596;23775;24470;40809
LKOH;D;150829;000000;24470;25299;24215;25250;53708
LKOH;D;150901;000000;25197;25450;24959;25080;32251
LKOH;D;150902;000000;25135;25357;24283;24374;47424
LKOH;D;150903;000000;24400;24806;24326;24737;39805
LKOH;D;150904;000000;24670;25162;24590;25040;30218
LKOH;D;150905;000000;25018;25058;24500;24504;24265
LKOH;D;150908;000000;24527;24808;24483;24740;15421
LKOH;D;150909;000000;24700;25052;24540;24680;30626
LKOH;D;150910;000000;24727;25173;24727;24870;22050
LKOH;D;150911;000000;25510;25721;25352;25700;425
LKOH;D;150912;000000;25501;25596;25292;25596;1350
LKOH;D;150915;000000;25501;25993;25434;25915;3717
LKOH;D;150916;000000;25835;25859;25158;25500;23920
LKOH;D;150917;000000;25479;25526;25179;25325;25066
LKOH;D;150918;000000;25361;25378;24802;24952;19430
LKOH;D;150919;000000;24953;25039;24451;24600;27432
LKOH;D;150922;000000;24551;24620;23649;23919;26952
LKOH;D;150923;000000;23882;23919;22661;22925;67025
LKOH;D;150924;000000;22900;23017;22455;22610;61834
LKOH;D;150925;000000;22618;22798;22035;22467;77100
LKOH;D;150926;000000;22549;23049;22518;22902;41888
LKOH;D;150929;000000;22902;23330;22558;22900;48492
LKOH;D;150930;000000;22900;23146;22611;23037;34308
LKOH;D;151001;000000;23050;23363;22656;22838;33996
LKOH;D;151002;000000;22838;22955;22063;22166;53070
LKOH;D;151003;000000;22211;22384;21700;22020;56860
LKOH;D;151006;000000;22042;22459;21960;22448;43994
LKOH;D;151007;000000;22422;22826;22373;22698;39371
LKOH;D;151008;000000;22730;23077;22558;23050;51424
LKOH;D;151009;000000;23030;23477;22862;23438;50358
LKOH;D;151010;000000;23439;24519;23356;24291;68858
LKOH;D;151013;000000;24310;24589;23491;23590;41868
