<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
PLT;D;110301;000000;1809.3;1810;1807;1807;26
PLT;D;110302;000000;1811.7;1840;1809.30005;1839.1;351
PLT;D;110303;000000;1837.1;1861.2;1837;1849;303
PLT;D;110304;000000;1840.4;1846;1827;1830;838
PLT;D;110305;000000;1836.19995;1843.5;1834;1838;328
PLT;D;110306;000000;1842.90002;1843;1842.5;1842.5;8
PLT;D;110310;000000;1805;1815.5;1801;1801;12
PLT;D;110311;000000;1807;1807;1793.1;1793.1;8
PLT;D;110806;000000;1706.1;1750;1697.9;1750;149
PLT;D;110809;000000;1732.8;1741;1721.5;1724.1;575
PLT;D;110810;000000;1722.9;1767.6;1722.9;1765;2997
PLT;D;110811;000000;1765;1789.5;1752.9;1774.3;4547
PLT;D;110812;000000;1774;1798;1774;1793.5;1994
PLT;D;110813;000000;1805.9;1810;1797;1802.4;334
PLT;D;110816;000000;1804;1808.1;1798;1804.4;826
PLT;D;110817;000000;1815;1832.7;1815;1832.7;454
PLT;D;110818;000000;1831;1855;1828;1849.6;498
PLT;D;110819;000000;1853;1855;1836;1850.3;321
PLT;D;110820;000000;1863.3;1887.6;1861;1877;991
PLT;D;110823;000000;1900;1916.5;1892.3;1916.5;2368
PLT;D;110824;000000;1916;1919;1867.7;1879.9;964
PLT;D;110825;000000;1879.8;1882;1800.7;1822;1810
PLT;D;110826;000000;1824.4;1829;1798;1826.6;1204
PLT;D;110827;000000;1825;1880;1819;1880;404
PLT;D;110830;000000;1843.6;1848.1;1827.6;1829;408
PLT;D;110831;000000;1829;1870;1829;1856.9;334
PLT;D;110901;000000;1859.8;1863.9;1852;1863;196
PLT;D;110902;000000;1859.8;1861;1849;1856.7;192
PLT;D;110903;000000;1854.7;1894.5;1854.7;1887.09998;596
PLT;D;110906;000000;1885.09998;1897;1877.69995;1893.09998;453
PLT;D;110907;000000;1902;1906;1741.40002;1864;1222
PLT;D;110908;000000;1844;1853;1806;1834.90002;873
PLT;D;110909;000000;1843.5;1867.2;1841.40002;1867.2;569
PLT;D;110910;000000;1862;1873;1836.3;1841.9;951
PLT;D;110913;000000;1850;1850;1814;1822.3;536
PLT;D;110914;000000;1828;1835;1817;1832.09998;216
PLT;D;110915;000000;1828;1831;1821;1827.5;241
PLT;D;110916;000000;1824.80005;1824.80005;1785;1791.90002;868
PLT;D;110917;000000;1795;1830.30005;1791;1829.40002;1265
PLT;D;110920;000000;1828.19995;1835.09998;1783.5;1786.59998;2567
PLT;D;110921;000000;1783.09998;1803.59998;1783.09998;1792.5;573
PLT;D;110922;000000;1806.30005;1810;1779.09998;1779.09998;3104
PLT;D;110923;000000;1770;1770.69995;1680.30005;1691;7314
