<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RTS;D;100804;000000;153055;153055;150450;151700;807249
RTS;D;100805;000000;151680;153470;149475;152030;967028
RTS;D;100806;000000;152030;153050;150220;151395;827417
RTS;D;100807;000000;151420;152335;149000;150465;838102
RTS;D;100810;000000;150470;152725;150470;151400;675267
RTS;D;100811;000000;151370;151370;147055;149210;936134
RTS;D;100812;000000;149205;149205;143555;143900;929516
RTS;D;100813;000000;143900;145450;142165;143495;928206
RTS;D;100814;000000;143510;145185;142300;142995;792045
RTS;D;100817;000000;142995;144125;141305;143900;805499
RTS;D;100818;000000;143940;146545;143565;146170;783523
RTS;D;100819;000000;146170;146405;144330;145985;798508
RTS;D;100820;000000;145955;146970;143145;143525;902084
RTS;D;100821;000000;143510;144160;140805;142600;870435
RTS;D;100824;000000;142600;142970;140350;140800;990926
RTS;D;100825;000000;140770;140770;137500;138960;960009
RTS;D;100826;000000;138935;139700;136740;139105;1026503
RTS;D;100827;000000;139135;140920;138920;139715;876690
RTS;D;100828;000000;139740;142890;139115;142885;937581
RTS;D;100831;000000;142895;143500;141200;141220;644971
RTS;D;100901;000000;141180;142200;139200;141300;928342
RTS;D;100902;000000;141320;145730;141010;145700;926595
RTS;D;100903;000000;145595;146465;144610;146210;839171
RTS;D;100904;000000;146150;148220;145150;147615;770767
RTS;D;100907;000000;147690;148375;146995;147255;328337
RTS;D;100908;000000;147225;147250;144365;144890;761738
RTS;D;100909;000000;144800;147720;144170;146960;808347
RTS;D;100910;000000;146970;150300;146540;148900;857972
RTS;D;100911;000000;148600;149500;147910;149095;42447
RTS;D;100914;000000;149255;151830;149255;151175;134681
RTS;D;100915;000000;151115;151400;149000;149895;329608
RTS;D;100916;000000;149830;150370;147240;148800;691153
RTS;D;100917;000000;148750;149000;146115;146700;929485
RTS;D;100918;000000;146745;148450;145660;146085;775678
RTS;D;100921;000000;146155;148075;145550;148050;810962
RTS;D;100922;000000;148000;148820;147010;147120;868987
RTS;D;100923;000000;147180;148475;146210;147690;952130
RTS;D;100924;000000;147700;148690;146140;146155;955854
RTS;D;100925;000000;146165;149245;146165;149175;795366
