<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZR;D;100804;000000;16974;16974;16532;16624;155455
GAZR;D;100805;000000;16620;16974;16390;16819;198245
GAZR;D;100806;000000;16815;16957;16571;16728;178255
GAZR;D;100807;000000;16765;16925;16563;16726;142905
GAZR;D;100810;000000;16733;17095;16733;17011;138120
GAZR;D;100811;000000;17004;17004;16593;16795;151082
GAZR;D;100812;000000;16785;16785;16214;16230;132699
GAZR;D;100813;000000;16220;16396;16058;16256;157008
GAZR;D;100814;000000;16275;16419;16001;16119;142556
GAZR;D;100817;000000;16131;16345;15925;16330;167799
GAZR;D;100818;000000;16336;16519;16300;16479;123916
GAZR;D;100819;000000;16461;16461;16225;16350;108631
GAZR;D;100820;000000;16325;16549;16023;16070;143591
GAZR;D;100821;000000;16063;16145;15806;15947;128436
GAZR;D;100824;000000;15959;16034;15745;15853;151415
GAZR;D;100825;000000;15851;15868;15577;15745;150132
GAZR;D;100826;000000;15740;15861;15505;15746;160662
GAZR;D;100827;000000;15745;15909;15705;15815;162501
GAZR;D;100828;000000;15796;15990;15672;15990;164557
GAZR;D;100831;000000;15995;16050;15842;15845;115915
GAZR;D;100901;000000;15841;15960;15608;15877;153541
GAZR;D;100902;000000;15900;16279;15820;16252;196363
GAZR;D;100903;000000;16250;16368;16158;16326;155129
GAZR;D;100904;000000;16316;16450;16115;16318;161748
GAZR;D;100907;000000;16325;16487;16263;16294;98739
GAZR;D;100908;000000;16287;16310;16075;16139;92791
GAZR;D;100909;000000;16103;16430;16068;16353;160494
GAZR;D;100910;000000;16353;16739;16327;16514;173529
GAZR;D;100911;000000;16703;16740;16502;16598;14702
GAZR;D;100914;000000;16601;16812;16573;16626;88171
GAZR;D;100915;000000;16607;16635;16337;16413;117347
GAZR;D;100916;000000;16390;16549;16259;16523;152356
GAZR;D;100917;000000;16517;16517;16340;16430;163120
GAZR;D;100918;000000;16432;16600;16281;16318;126583
GAZR;D;100921;000000;16327;16473;16277;16470;102206
GAZR;D;100922;000000;16463;16576;16320;16325;129306
GAZR;D;100923;000000;16337;16425;16126;16163;174024
GAZR;D;100924;000000;16183;16250;15921;15936;180317
GAZR;D;100925;000000;15950;15988;15810;15930;183169
GAZR;D;100928;000000;15940;16050;15765;15840;166027
GAZR;D;100929;000000;15830;15863;15633;15790;156070
GAZR;D;100930;000000;15790;15980;15773;15921;151853
GAZR;D;101001;000000;15911;16080;15843;16026;196316
GAZR;D;101002;000000;16028;16276;16010;16177;205998
GAZR;D;101005;000000;16176;16377;16116;16197;185472
GAZR;D;101006;000000;16210;16440;16091;16430;201493
GAZR;D;101007;000000;16422;16497;16261;16397;179121
GAZR;D;101008;000000;16410;16478;16215;16260;164130
GAZR;D;101009;000000;16263;16456;16200;16441;139370
GAZR;D;101012;000000;16451;16592;16420;16516;104362
GAZR;D;101013;000000;16509;16510;16317;16426;141421
GAZR;D;101014;000000;16425;16581;16351;16522;165626
GAZR;D;101015;000000;16531;16635;16178;16225;174210
GAZR;D;101016;000000;16235;16369;16129;16159;160812
GAZR;D;101019;000000;16155;16493;16086;16481;137287
GAZR;D;101020;000000;16471;16524;16106;16116;192377
GAZR;D;101021;000000;16130;16325;16098;16308;148743
GAZR;D;101022;000000;16307;16652;16150;16501;204719
GAZR;D;101023;000000;16506;17025;16506;16945;242699
GAZR;D;101026;000000;16950;17200;16950;17010;201460
GAZR;D;101027;000000;17005;17047;16780;16968;165798
GAZR;D;101028;000000;16965;16965;16722;16814;132806
GAZR;D;101029;000000;16816;16999;16670;16780;142622
GAZR;D;101030;000000;16777;17096;16710;16924;157401
GAZR;D;101102;000000;16929;17188;16929;17017;168776
GAZR;D;101103;000000;17018;17085;16941;17059;104297
GAZR;D;101104;000000;17065;17153;16959;17152;101067
GAZR;D;101109;000000;17154;17580;17154;17525;145249
GAZR;D;101110;000000;17518;17788;17440;17539;204795
GAZR;D;101111;000000;17543;17597;17380;17596;170150
GAZR;D;101112;000000;17569;17620;17285;17366;169668
