<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;150804;000000;23881;23946;23356;23490;17601
ROSN;D;150805;000000;23459;23866;23325;23564;11432
ROSN;D;150806;000000;23620;24017;23551;23670;9367
ROSN;D;150807;000000;23645;23867;23513;23800;10898
ROSN;D;150808;000000;23800;23991;23658;23820;7539
ROSN;D;150811;000000;23813;24119;23614;24014;8903
ROSN;D;150812;000000;23980;24495;23730;23850;9826
ROSN;D;150813;000000;23790;24249;23640;24225;7767
ROSN;D;150814;000000;24235;24902;24227;24626;12789
ROSN;D;150815;000000;24618;25048;24550;24746;10861
ROSN;D;150818;000000;24837;24866;24610;24660;7610
ROSN;D;150819;000000;24665;24699;24452;24525;7756
ROSN;D;150820;000000;24555;24717;24069;24220;11894
ROSN;D;150821;000000;24227;24418;23990;24133;12100
ROSN;D;150822;000000;24056;24264;23610;23751;14081
ROSN;D;150825;000000;23700;23700;22061;22814;30164
ROSN;D;150826;000000;22999;23837;22941;23479;16599
ROSN;D;150827;000000;23500;24339;23319;24300;9667
ROSN;D;150828;000000;24253;24850;24100;24776;12872
ROSN;D;150829;000000;24706;24932;24150;24792;18893
ROSN;D;150901;000000;24701;24800;24192;24530;10662
ROSN;D;150902;000000;24580;24869;24240;24268;15617
ROSN;D;150903;000000;24307;25268;24277;25250;20353
ROSN;D;150904;000000;25250;25351;24717;24905;16635
ROSN;D;150905;000000;24901;25059;24481;24536;8699
ROSN;D;150908;000000;24550;24895;24503;24895;9479
ROSN;D;150909;000000;24855;25187;24701;24860;7954
ROSN;D;150910;000000;24987;25235;24779;24843;10075
ROSN;D;150911;000000;25450;25516;25113;25516;248
ROSN;D;150912;000000;25392;25403;25100;25198;571
ROSN;D;150915;000000;25150;25550;25150;25316;4381
ROSN;D;150916;000000;25320;25400;24673;25388;7218
ROSN;D;150917;000000;25383;25845;25212;25730;8103
ROSN;D;150918;000000;25731;26292;25522;26120;11391
ROSN;D;150919;000000;26106;26739;26005;26375;14259
ROSN;D;150922;000000;26340;26427;25540;25700;11049
ROSN;D;150923;000000;25696;25857;25010;25232;24596
ROSN;D;150924;000000;25201;25218;24201;24350;20868
ROSN;D;150925;000000;24350;24452;23881;24447;13281
ROSN;D;150926;000000;24498;24965;24439;24516;12502
ROSN;D;150929;000000;24535;24723;24105;24325;12823
ROSN;D;150930;000000;24252;24594;23939;24450;10590
ROSN;D;151001;000000;24567;25221;24542;24849;12684
ROSN;D;151002;000000;24850;25007;24229;24406;12729
ROSN;D;151003;000000;24410;24450;23850;24265;11246
ROSN;D;151006;000000;24208;25050;24158;24970;11888
ROSN;D;151007;000000;24950;25508;24800;25480;12411
ROSN;D;151008;000000;25412;25738;25228;25649;12962
ROSN;D;151009;000000;25550;26024;25420;25979;13935
ROSN;D;151010;000000;25990;27250;25800;27150;25741
ROSN;D;151013;000000;27150;27500;26451;26490;17351
ROSN;D;151014;000000;26543;26740;26253;26520;11533
ROSN;D;151015;000000;26500;26845;26359;26509;13248
ROSN;D;151016;000000;26551;26975;26267;26638;11992
ROSN;D;151017;000000;26609;26685;25630;25820;18469
ROSN;D;151020;000000;25800;25800;25143;25580;15102
ROSN;D;151021;000000;25600;25639;25000;25406;11824
ROSN;D;151022;000000;25465;25750;25318;25517;14232
ROSN;D;151023;000000;25550;25926;25450;25828;9881
ROSN;D;151024;000000;25845;26149;25562;25770;10681
ROSN;D;151027;000000;25748;25748;25300;25356;9483
ROSN;D;151028;000000;25400;25450;24870;25409;12128
ROSN;D;151029;000000;25419;25850;25300;25780;12640
ROSN;D;151030;000000;25785;25986;25668;25833;14016
ROSN;D;151031;000000;25843;26331;25622;26058;10302
ROSN;D;151103;000000;26100;26550;26010;26549;9500
ROSN;D;151104;000000;26549;27699;26405;27609;16263
ROSN;D;151106;000000;27588;27870;27105;27255;16527
ROSN;D;151107;000000;27294;27348;26688;26760;12552
ROSN;D;151110;000000;26764;27076;26260;26318;11840
ROSN;D;151111;000000;26398;26445;25851;26017;12345
ROSN;D;151112;000000;26011;27050;25850;26700;16812
ROSN;D;151113;000000;26725;26941;26528;26590;11254
ROSN;D;151114;000000;26520;26850;26221;26500;12785
ROSN;D;151117;000000;26391;26897;26331;26765;11746
ROSN;D;151118;000000;26849;27726;26756;27370;14102
ROSN;D;151119;000000;27417;28399;27171;28249;15047
ROSN;D;151120;000000;28230;28426;27250;27376;18777
ROSN;D;151121;000000;27408;27667;26636;27400;18006
ROSN;D;151124;000000;27400;28100;26995;27595;27030
ROSN;D;151125;000000;27620;27772;26710;26811;20038
ROSN;D;151126;000000;26881;27600;26800;27420;16623
ROSN;D;151127;000000;27431;27657;27050;27171;12543
ROSN;D;151128;000000;27135;27200;26750;26909;15976
ROSN;D;151201;000000;26900;27225;26663;26756;14906
ROSN;D;151202;000000;26780;26940;26323;26532;11830
ROSN;D;151203;000000;26598;26689;25750;25864;19269
ROSN;D;151204;000000;25884;26125;25555;26094;17111
ROSN;D;151205;000000;26048;26150;24917;25332;25082
ROSN;D;151208;000000;25331;25450;24250;24423;20757
ROSN;D;151209;000000;24448;24800;24185;24588;16211
ROSN;D;151210;000000;24600;25428;24600;24800;11078
ROSN;D;151211;000000;25300;25838;25228;25493;124
ROSN;D;151212;000000;25511;25511;24860;24958;217
ROSN;D;151215;000000;24873;25398;24830;25274;3375
ROSN;D;151216;000000;25233;25987;25193;25700;9767
ROSN;D;151217;000000;25715;25938;25310;25837;7156
ROSN;D;151218;000000;25839;26799;25839;26514;17683
ROSN;D;151219;000000;26498;26647;25577;25786;14697
ROSN;D;151222;000000;25786;25949;25070;25180;11077
ROSN;D;151223;000000;25227;25600;25076;25568;9417
ROSN;D;151224;000000;25584;26140;25584;26140;8933
ROSN;D;151225;000000;26120;26183;25705;25784;7462
ROSN;D;151226;000000;25868;25886;24988;25220;8933
ROSN;D;151229;000000;25193;25348;25084;25190;7640
ROSN;D;151230;000000;25230;26189;25093;26160;10593
ROSN;D;151231;000000;26135;26450;25371;25760;10769
ROSN;D;160105;000000;25810;25976;25450;25569;8403
ROSN;D;160106;000000;25600;25914;25400;25885;6353
ROSN;D;160107;000000;25817;26000;25550;25816;5009
ROSN;D;160112;000000;25710;25710;24360;24499;15157
ROSN;D;160113;000000;24427;24834;24174;24540;14331
ROSN;D;160114;000000;24550;24824;24177;24227;13854
ROSN;D;160115;000000;24226;24404;23879;24312;11886
ROSN;D;160116;000000;24269;24430;23370;23616;19377
ROSN;D;160119;000000;23500;23920;23330;23680;13687
ROSN;D;160120;000000;23700;24300;23700;24038;13095
ROSN;D;160121;000000;23910;23910;23232;23698;15106
