<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GOLD;D;150804;000000;1095.5;1097.4;1085;1085.8;26039
GOLD;D;150805;000000;1086.2;1094.4;1084;1087.1;25473
GOLD;D;150806;000000;1087;1091.9;1081.8;1083.9;32665
GOLD;D;150807;000000;1084.7;1094.3;1083.1;1089.4;26266
GOLD;D;150808;000000;1090.7;1098.9;1080;1092.9;61230
GOLD;D;150811;000000;1093.9;1108.8;1093.4;1105.2;45572
GOLD;D;150812;000000;1104;1119.1;1098;1109.5;65479
GOLD;D;150813;000000;1110.2;1125.5;1110.2;1124.2;53047
GOLD;D;150814;000000;1123.7;1124.6;1113.5;1115.4;24298
GOLD;D;150815;000000;1115.6;1121.5;1111.7;1115.4;29576
GOLD;D;150818;000000;1116.3;1122.5;1115.4;1116.6;28624
GOLD;D;150819;000000;1117.6;1121.2;1108.7;1116.4;43965
GOLD;D;150820;000000;1117.7;1138.5;1117.7;1137.5;116621
GOLD;D;150821;000000;1138.7;1157;1138.7;1155;61725
GOLD;D;150822;000000;1156;1163;1150.7;1162.3;66632
GOLD;D;150825;000000;1162;1172.2;1140;1155.6;107205
GOLD;D;150826;000000;1153.3;1153.8;1135.4;1141.3;47113
GOLD;D;150827;000000;1138.6;1139.9;1117.7;1124;64256
GOLD;D;150828;000000;1126.5;1129.1;1118.3;1125.3;33600
GOLD;D;150829;000000;1127;1141.4;1123.7;1134.8;39893
GOLD;D;150901;000000;1136.3;1136.7;1125.2;1135;23887
GOLD;D;150902;000000;1136.5;1148.3;1136.5;1140.9;31303
GOLD;D;150903;000000;1141.9;1143.5;1132.7;1133.9;29407
GOLD;D;150904;000000;1134.1;1134.9;1120;1125.9;31474
GOLD;D;150905;000000;1126.5;1137.5;1116.5;1123.1;37496
GOLD;D;150908;000000;1123.4;1128.9;1116.3;1123;16031
GOLD;D;150909;000000;1123;1127.8;1119.5;1122.8;18503
GOLD;D;150910;000000;1123.5;1124;1101.4;1107.5;51005
GOLD;D;150911;000000;1111.3;1119;1109.5;1114.7;5626
GOLD;D;150912;000000;1114.3;1115;1103.9;1111.2;38974
GOLD;D;150915;000000;1112.5;1116.2;1107.9;1114.9;23558
GOLD;D;150916;000000;1113.8;1114.2;1106.2;1108.5;39831
GOLD;D;150917;000000;1108.9;1127.4;1108.9;1122.8;34986
GOLD;D;150918;000000;1123.2;1139.5;1118.1;1134.4;42760
GOLD;D;150919;000000;1134.2;1144.4;1130.5;1140.6;39787
GOLD;D;150922;000000;1141.6;1141.7;1131.1;1135;20894
GOLD;D;150923;000000;1135.1;1138.7;1122.7;1126.1;33972
GOLD;D;150924;000000;1126.4;1136.1;1125.4;1132.1;31526
GOLD;D;150925;000000;1132.8;1161.4;1132.8;1159;108590
GOLD;D;150926;000000;1158.3;1159;1145.2;1148.6;35889
GOLD;D;150929;000000;1148.3;1148.3;1131.1;1134.9;42105
GOLD;D;150930;000000;1134.5;1137;1126;1129.4;28245
GOLD;D;151001;000000;1128.6;1128.6;1114.5;1117.2;41377
GOLD;D;151002;000000;1117;1122.3;1113.1;1116.8;30157
GOLD;D;151003;000000;1116.5;1143.2;1107.2;1141.3;75181
GOLD;D;151006;000000;1141.2;1145;1132.4;1138.5;35925
GOLD;D;151007;000000;1139;1155;1138.9;1150;29329
GOLD;D;151008;000000;1150.5;1156.5;1144.5;1148.7;44461
GOLD;D;151009;000000;1148;1154;1138.8;1141.4;39800
GOLD;D;151010;000000;1142;1163.6;1142;1160.3;53913
GOLD;D;151013;000000;1160.5;1172.9;1160.5;1167.7;38294
GOLD;D;151014;000000;1167.3;1172.2;1154.7;1171.8;31711
GOLD;D;151015;000000;1172;1193.3;1166.7;1188.6;50672
GOLD;D;151016;000000;1188.5;1195.2;1177.6;1186.9;52555
GOLD;D;151017;000000;1185.2;1186.1;1173.2;1179;43357
GOLD;D;151020;000000;1178.5;1179.5;1170.3;1172;27260
GOLD;D;151021;000000;1172.5;1183.7;1172.5;1178.8;36144
GOLD;D;151022;000000;1178.2;1180.1;1165.3;1169.2;28558
GOLD;D;151023;000000;1169.5;1173.7;1163.2;1167.2;29697
GOLD;D;151024;000000;1167.5;1181.8;1161.1;1167.1;43095
GOLD;D;151027;000000;1167.4;1171.8;1164.1;1166;13090
GOLD;D;151028;000000;1166.4;1170.9;1162.5;1169;19355
GOLD;D;151029;000000;1169.5;1185.3;1154.1;1158.8;62689
GOLD;D;151030;000000;1159;1164.4;1145.6;1147;51686
GOLD;D;151031;000000;1147.5;1151.2;1140;1142.6;30224
GOLD;D;151103;000000;1142.5;1143.7;1133.7;1134.6;17130
GOLD;D;151104;000000;1135;1139.9;1115;1117.8;106217
GOLD;D;151106;000000;1117.5;1118.3;1104.3;1104.8;28748
GOLD;D;151107;000000;1105;1111.6;1086.8;1089.7;40719
GOLD;D;151110;000000;1090;1097;1089.4;1093.1;24485
GOLD;D;151111;000000;1093.8;1096.6;1086.4;1089.5;23278
GOLD;D;151112;000000;1090;1094.3;1083.8;1086.4;23044
GOLD;D;151113;000000;1089;1092;1075.9;1086.2;40318
GOLD;D;151114;000000;1085.7;1091;1081.7;1084.4;20810
GOLD;D;151117;000000;1085;1101.5;1082.7;1084.6;26976
GOLD;D;151118;000000;1084;1085.8;1066.9;1071.3;39486
GOLD;D;151119;000000;1072;1077.1;1067;1072.1;26569
GOLD;D;151120;000000;1072.5;1088.7;1070.2;1084.3;34998
GOLD;D;151121;000000;1084.5;1089.1;1076.6;1078;25798
GOLD;D;151124;000000;1077.5;1077.5;1064.8;1069.5;30806
GOLD;D;151125;000000;1070;1082.2;1070;1075.4;27525
GOLD;D;151126;000000;1076;1080.9;1068.3;1072.2;24127
GOLD;D;151127;000000;1073;1074.5;1070.6;1073.3;18960
GOLD;D;151128;000000;1072.5;1072.5;1052.1;1057.4;43603
GOLD;D;151201;000000;1057;1069;1053.5;1064.5;27911
GOLD;D;151202;000000;1065;1073.3;1063.4;1069.1;26853
GOLD;D;151203;000000;1068.6;1068.6;1049.8;1052.5;30054
GOLD;D;151204;000000;1052.8;1065;1048.1;1061.7;57713
GOLD;D;151205;000000;1061.9;1088.7;1056.9;1086.4;71060
GOLD;D;151208;000000;1086.4;1089.7;1070.1;1071.8;40672
GOLD;D;151209;000000;1071.9;1077.6;1066;1073.1;35065
GOLD;D;151210;000000;1074;1084.6;1068.3;1073.4;43484
GOLD;D;151211;000000;1077.5;1084.1;1073.9;1076.1;1814
GOLD;D;151212;000000;1075.6;1083.7;1066.3;1080;7860
GOLD;D;151215;000000;1078.2;1110.9;1065.8;1067.1;53706
GOLD;D;151216;000000;1067.1;1071.1;1060.9;1064.8;47381
GOLD;D;151217;000000;1064.8;1081.2;1064.8;1075.2;68918
GOLD;D;151218;000000;1072.3;1072.3;1050.5;1053.5;53284
GOLD;D;151219;000000;1055.1;1073.5;1055.1;1067.5;46703
GOLD;D;151222;000000;1069;1083.5;1068.4;1079.9;38663
GOLD;D;151223;000000;1080.1;1082.9;1073.5;1074.7;25337
GOLD;D;151224;000000;1075.3;1076.7;1070.2;1072;23996
GOLD;D;151225;000000;1072.3;1079.4;1072.3;1078.9;14736
GOLD;D;151226;000000;1078.9;1080.4;1074.7;1078;3458
GOLD;D;151229;000000;1077.4;1077.4;1068.4;1070.7;24262
GOLD;D;151230;000000;1071.4;1077.1;1069.7;1070.5;15611
GOLD;D;151231;000000;1071.2;1074.5;1061.3;1062;26921
GOLD;D;160105;000000;1063.7;1085;1063.7;1076;38069
GOLD;D;160106;000000;1076.5;1083.5;1076.4;1079.7;23943
GOLD;D;160107;000000;1081.1;1099;1080.2;1096.7;104950
GOLD;D;160112;000000;1098;1110.8;1097.3;1097.9;58050
GOLD;D;160113;000000;1098.3;1102.4;1086.2;1093.1;44958
GOLD;D;160114;000000;1091.9;1098.4;1082.4;1096.8;42668
GOLD;D;160115;000000;1094.2;1095.8;1074;1080.6;55674
GOLD;D;160116;000000;1082;1099.9;1082;1091.4;62276
GOLD;D;160119;000000;1092.4;1094.3;1088;1091.1;20364
GOLD;D;160120;000000;1092;1097.2;1085.2;1090.9;54317
GOLD;D;160121;000000;1092.2;1112.7;1092.2;1103.2;62105
GOLD;D;160122;000000;1104.9;1107.8;1094.1;1103.9;47102
