<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;200804;000000;35800;36006;35739;35874;2083
ROSN;D;200805;000000;35813;36362;35693;36215;3479
ROSN;D;200806;000000;36243;36779;36108;36675;6953
ROSN;D;200807;000000;36699;37561;36480;37120;4403
ROSN;D;200808;000000;37042;37214;36701;36925;3070
ROSN;D;200811;000000;37000;37257;36865;37042;2031
ROSN;D;200812;000000;37042;37403;36822;36900;3634
ROSN;D;200813;000000;37085;38065;37003;38010;4484
ROSN;D;200814;000000;38000;39106;37761;38885;6796
ROSN;D;200815;000000;38983;39120;38438;38932;4307
ROSN;D;200818;000000;38995;39500;38677;39040;4808
ROSN;D;200819;000000;38934;39591;38730;39324;4156
ROSN;D;200820;000000;39345;39449;38760;38856;2493
ROSN;D;200821;000000;38753;38753;38050;38307;3337
ROSN;D;200822;000000;38344;38703;37877;38369;4460
ROSN;D;200825;000000;38543;38979;38487;38915;2409
ROSN;D;200826;000000;38979;39449;38767;39383;3185
ROSN;D;200827;000000;39394;39941;39270;39844;7657
ROSN;D;200828;000000;39835;39908;38893;39061;3730
ROSN;D;200829;000000;39126;39156;37934;38111;3091
ROSN;D;200901;000000;38227;38553;37212;37366;3830
ROSN;D;200902;000000;37500;37610;37059;37453;3132
ROSN;D;200903;000000;37542;37837;36806;37225;5447
ROSN;D;200904;000000;37198;37305;36363;36649;4519
ROSN;D;200905;000000;36649;37318;36569;37313;5222
ROSN;D;200908;000000;37084;37397;36795;37221;4123
ROSN;D;200909;000000;37118;37300;36464;36831;4264
ROSN;D;200910;000000;36761;37700;36666;37700;2735
ROSN;D;200911;000000;37700;37806;37064;37216;934
ROSN;D;200912;000000;37115;37600;37050;37520;477
ROSN;D;200915;000000;37650;38195;37630;37862;1139
ROSN;D;200916;000000;37861;38967;37820;38950;1236
ROSN;D;200917;000000;38952;39411;38431;38747;4551
ROSN;D;200918;000000;38674;38700;38090;38475;3320
ROSN;D;200919;000000;38553;38655;37840;37979;2857
ROSN;D;200922;000000;37985;37985;36671;36993;4586
ROSN;D;200923;000000;36959;37740;36941;37686;3591
ROSN;D;200924;000000;37656;38060;36952;37375;5166
