<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;D;000101;000000;25000;25100;24900;25050;5000
Si;D;000102;000000;25050;25200;25040;25180;6000
Si;D;000103;000000;25180;25350;25170;25320;7500
Si;D;000104;000000;25320;25420;25320;25400;6500
Si;D;000105;000000;25400;25550;25490;25520;7000
Si;D;000108;000000;25520;25600;25510;25580;5500
Si;D;000109;000000;25580;25720;25770;25690;8000
Si;D;000110;000000;25690;25850;25880;25720;8500
Si;D;000111;000000;25720;25800;25710;25780;6000
Si;D;000112;000000;25780;25930;25770;25910;7000
