<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BZ;D;150804;000000;51.55;52.01;49.36;49.59;183740
BZ;D;150805;000000;49.7;50.45;49.58;50.28;129985
BZ;D;150806;000000;50.14;50.99;49.02;49.72;182646
BZ;D;150807;000000;49.72;49.83;48.88;49.59;150400
BZ;D;150808;000000;49.62;50.06;48.42;48.49;117598
BZ;D;150811;000000;48.43;50.49;48.24;50.3;141123
BZ;D;150812;000000;50.22;51.69;49.18;49.87;113974
BZ;D;150813;000000;49.9;50.53;49.28;50.21;167527
BZ;D;150814;000000;50.38;50.83;49.25;49.65;169793
BZ;D;150815;000000;49.48;49.83;48.65;48.77;172438
BZ;D;150818;000000;48.72;49.44;48.35;48.57;135678
BZ;D;150819;000000;48.55;49.04;48.25;48.65;119664
BZ;D;150820;000000;48.5;49.11;46.78;46.88;170610
BZ;D;150821;000000;47.03;47.38;46.03;46.25;140080
BZ;D;150822;000000;46.34;46.51;45.07;45.43;165505
BZ;D;150825;000000;45.35;45.46;42.23;42.45;235691
BZ;D;150826;000000;42.79;44.5;42.68;43.5;198068
BZ;D;150827;000000;43.32;43.76;42.81;43.64;200254
BZ;D;150828;000000;43.75;47.75;43.7;47.4;252338
BZ;D;150829;000000;47.4;50.98;46.61;49.93;415577
BZ;D;150901;000000;50.05;54.32;48.25;53.12;343891
BZ;D;150902;000000;52.92;53.47;48.47;48.64;338156
BZ;D;150903;000000;48.59;51;47.74;50.47;262486
BZ;D;150904;000000;50.58;52.46;49.82;50.6;230840
BZ;D;150905;000000;50.69;51.05;49.25;49.29;161860
BZ;D;150908;000000;49.27;49.44;47.5;47.76;59741
BZ;D;150909;000000;47.76;49.85;47.64;49.31;177109
BZ;D;150910;000000;49.39;50.04;47.32;47.44;128120
BZ;D;150911;000000;47.46;49.9;46.76;49.72;74543
BZ;D;150912;000000;49.6;49.94;48.11;49.08;128409
BZ;D;150915;000000;49;49.25;47.25;47.41;114924
