<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
PLT;D;200804;000000;918.9;938.3;915.3;938.2;2761
PLT;D;200805;000000;939;962;931.5;960;5406
PLT;D;200806;000000;961.3;1007.5;961;993;6086
PLT;D;200807;000000;997.9;1022.9;985.1;1020.9;7230
PLT;D;200808;000000;1017;1017;952.1;983;5473
PLT;D;200811;000000;987;1028.7;987;1011.5;5578
PLT;D;200812;000000;1005.2;1005.2;950;952.3;8191
PLT;D;200813;000000;960.5;983;943.7;954.1;5639
PLT;D;200814;000000;960;989;951.2;980.1;4636
PLT;D;200815;000000;978.7;986.1;953.8;965.9;2076
PLT;D;200818;000000;975;980;967.7;973.3;2102
PLT;D;200819;000000;975;995.5;962.1;980;4737
PLT;D;200820;000000;976;978;948.6;950.1;4470
PLT;D;200821;000000;956.8;959;926.9;941.1;2464
PLT;D;200822;000000;940;941.2;912.5;934.5;3252
PLT;D;200825;000000;932.6;954.4;928.2;934.6;2620
PLT;D;200826;000000;935;948.6;934.8;944.5;1666
PLT;D;200827;000000;942;953;920.4;953;3687
PLT;D;200828;000000;953;966.6;924.4;936.2;3989
PLT;D;200829;000000;939.8;957.2;939;945.3;2731
PLT;D;200901;000000;947.7;952.3;937.4;945.3;1538
PLT;D;200902;000000;946.5;977;946.5;957.1;3303
PLT;D;200903;000000;956.6;957.3;909.2;922.8;4035
PLT;D;200904;000000;920;928.1;891.7;902.2;3598
PLT;D;200905;000000;906.5;923.8;904.2;915.2;1977
PLT;D;200908;000000;912.5;920.1;910.4;917.5;2560
PLT;D;200909;000000;920;929;899.1;909.2;2931
PLT;D;200910;000000;909;933;908.7;928.4;2375
PLT;D;200911;000000;945;962.6;941.8;956;1252
PLT;D;200912;000000;955.4;966.9;952.8;960;372
PLT;D;200915;000000;966;985;960.1;984;713
PLT;D;200916;000000;985;999.9;981.3;994.3;1284
PLT;D;200917;000000;997.5;1009;989;995.7;3058
PLT;D;200918;000000;992;992;947;958;6762
PLT;D;200919;000000;958.9;971.1;950.8;952.2;1776
PLT;D;200922;000000;957.2;957.8;867.8;898.8;8732
PLT;D;200923;000000;899;904.5;875.3;885.2;3428
PLT;D;200924;000000;883.9;885;850.3;854;5516
PLT;D;200925;000000;852;865;837;860;3585
PLT;D;200926;000000;864;877.3;841.2;859;2892
PLT;D;200929;000000;860.4;903.2;859.2;894.8;3858
PLT;D;200930;000000;891;907.8;887.5;901;2840
PLT;D;201001;000000;900.4;919.3;872.8;906.5;4052
PLT;D;201002;000000;906.6;923.4;903.2;912;2065
PLT;D;201003;000000;912.3;914.3;894.8;897;1974
PLT;D;201006;000000;895.8;916.6;890.2;915;1839
PLT;D;201007;000000;913.1;917;869;870;4152
PLT;D;201008;000000;870;883.6;870;881.5;1841
PLT;D;201009;000000;882.4;886;866.4;881.6;1860
PLT;D;201010;000000;881.8;908;881.8;906;2462
PLT;D;201013;000000;903.8;907.7;884.5;890.6;2090
PLT;D;201014;000000;890.4;892.4;876.6;882.4;2261
PLT;D;201015;000000;883.6;892.3;872.5;877.1;2366
PLT;D;201016;000000;876.2;878.6;854;878;2727
PLT;D;201017;000000;877;885.9;867.2;878.7;1906
PLT;D;201020;000000;880.9;890.3;866.1;872.2;1928
PLT;D;201021;000000;870.4;894.1;865.5;883.1;2597
PLT;D;201022;000000;884;906;884;899.7;2251
PLT;D;201023;000000;900;903.3;870;893.7;3315
PLT;D;201024;000000;895.3;930.4;895.2;919.9;6930
PLT;D;201027;000000;918.5;918.5;884.4;887;4689
PLT;D;201028;000000;889.5;898;885.1;892.5;2656
PLT;D;201029;000000;895.2;896.8;868.1;881.1;3388
PLT;D;201030;000000;881.5;885;857.6;861.3;2962
PLT;D;201031;000000;861.3;871.4;855.5;857.2;2050
PLT;D;201103;000000;860.3;875.5;859.6;870.5;2138
PLT;D;201104;000000;868.6;895;867.9;878.2;2504
PLT;D;201106;000000;879.9;920;879.9;906.3;3832
PLT;D;201107;000000;906;924.9;898.2;907.6;5947
PLT;D;201110;000000;907.8;917.9;862.2;877.6;9534
PLT;D;201111;000000;882;903.9;879.3;895.5;5530
PLT;D;201112;000000;899.9;900.1;872;881;3437
PLT;D;201113;000000;878.5;895;877.1;888.5;2002
PLT;D;201114;000000;892.6;906.5;892.5;906.3;2168
PLT;D;201117;000000;906.5;940;900.3;934.2;5456
PLT;D;201118;000000;934.3;948.1;929.3;940;2277
PLT;D;201119;000000;941.3;965.2;921.7;953.3;3602
PLT;D;201120;000000;951.6;962;944.4;961.4;2105
PLT;D;201121;000000;964.1;973;957.4;961.5;3240
PLT;D;201124;000000;961.1;961.1;924.1;935.8;3979
PLT;D;201125;000000;937;970;930.1;968.4;4347
PLT;D;201126;000000;969;978.8;958;975.7;4407
PLT;D;201127;000000;972.5;976.3;958.1;967;877
PLT;D;201128;000000;961;978.3;952.6;972;1454
PLT;D;201201;000000;970;985.6;962.7;975;2686
PLT;D;201202;000000;977.8;1010.8;977.8;1009.3;2689
PLT;D;201203;000000;1006;1025.4;995.6;1018.4;3003
PLT;D;201204;000000;1020;1045;1006.8;1041.7;2770
PLT;D;201205;000000;1046;1091;1046;1071.5;5740
PLT;D;201208;000000;1069.2;1069.2;1012.6;1034.1;4544
PLT;D;201209;000000;1033.6;1044;1024.4;1036.4;1392
PLT;D;201210;000000;1038;1047;1001.1;1008.8;2412
PLT;D;201211;000000;1030.9;1065.9;1030.8;1059;287
PLT;D;201212;000000;1059;1059;1032.4;1042.2;297
PLT;D;201215;000000;1044.7;1052.5;1030.4;1030.5;477
PLT;D;201216;000000;1035.1;1062.9;1035.1;1060.1;889
PLT;D;201217;000000;1060.6;1074.4;1045;1057.3;3034
PLT;D;201218;000000;1066;1083;1050.3;1067.1;2837
PLT;D;201219;000000;1066.5;1076.9;1051.3;1055.5;2228
PLT;D;201222;000000;1057;1070;992.8;1031;8220
PLT;D;201223;000000;1020.2;1039.9;1001;1024.8;2772
PLT;D;201224;000000;1025.7;1040;1019;1029.5;2012
PLT;D;201225;000000;1031;1046;1031;1041.2;1216
PLT;D;201226;000000;1040.3;1043.8;1032.2;1040.4;171
PLT;D;201229;000000;1045.8;1067.9;1044.1;1051;1474
PLT;D;201230;000000;1058.9;1078.6;1051.2;1074;1339
PLT;D;201231;000000;1074.6;1088.6;1074.5;1088;1901
PLT;D;210105;000000;1088;1141.3;1064;1085.5;5740
PLT;D;210106;000000;1086.2;1128.2;1081.7;1121.8;3189
PLT;D;210107;000000;1120;1130;1095.6;1111.5;3791
PLT;D;210109;000000;1115;1142.4;1064.1;1080.3;6913
PLT;D;210112;000000;1080;1080;1024.8;1055.7;9173
PLT;D;210113;000000;1055.4;1095;1055.4;1091.4;3975
PLT;D;210114;000000;1095;1117.8;1077;1114.1;4004
PLT;D;210115;000000;1114.9;1134.9;1112;1131.5;3855
PLT;D;210116;000000;1130;1130;1086.1;1090.8;3809
PLT;D;210119;000000;1095.6;1107.9;1090;1106.1;1298
